start_id,end_id
oewn-breath-n,oewn-intimation-n
oewn-breeze-n,oewn-zephyr-n
oewn-breeze-n,oewn-gentle_wind-n
oewn-breeze-n,oewn-air-n
oewn-breeze-n,oewn-cinch-n
oewn-breeze-n,oewn-picnic-n
oewn-breeze-n,oewn-snap-n
oewn-breeze-n,oewn-duck_soup-n
oewn-breeze-n,oewn-child-ap-s_play-n
oewn-breeze-n,oewn-pushover-n
oewn-breeze-n,oewn-walkover-n
oewn-breeze-n,oewn-piece_of_cake-n
oewn-by-product-n,oewn-byproduct-n
oewn-by-product-n,oewn-spin-off-n
oewn-byproduct-n,oewn-spin-off-n
oewn-DC-n,oewn-District_of_Columbia-n
oewn-DC-n,oewn-D.C.-n
oewn-DC-n,oewn-direct_current-n
oewn-DC-n,oewn-direct_electric_current-n
oewn-Doppler_shift-n,oewn-Doppler_effect-n
oewn-dative_bond-n,oewn-coordinate_bond-n
oewn-daylight-n,oewn-day-n
oewn-daylight-n,oewn-daytime-n
oewn-death-n,oewn-decease-n
oewn-death-n,oewn-expiry-n
oewn-death-n,oewn-dying-n
oewn-death-n,oewn-demise-n
oewn-death-n,oewn-last-n
oewn-death-n,oewn-end-n
oewn-death-n,oewn-destruction-n
oewn-debacle-n,oewn-fiasco-n
oewn-debacle-n,oewn-thrashing-n
oewn-debacle-n,oewn-walloping-n
oewn-debacle-n,oewn-drubbing-n
oewn-debacle-n,oewn-slaughter-n
oewn-debacle-n,oewn-trouncing-n
oewn-debacle-n,oewn-whipping-n
oewn-decay-n,oewn-decline-n
oewn-decay-n,oewn-decomposition-n
oewn-decay-n,oewn-radioactive_decay-n
oewn-decay-n,oewn-disintegration-n
oewn-decomposition-n,oewn-vector_decomposition-n
oewn-decomposition-n,oewn-disintegration-n
oewn-decomposition-n,oewn-decomposition_reaction-n
oewn-decomposition-n,oewn-chemical_decomposition_reaction-n
oewn-decomposition-n,oewn-breakdown-n
oewn-decomposition-n,oewn-rot-n
oewn-decomposition-n,oewn-rotting-n
oewn-decomposition-n,oewn-putrefaction-n
oewn-delta_wave-n,oewn-delta_rhythm-n
oewn-deluge-n,oewn-flood-n
oewn-deluge-n,oewn-inundation-n
oewn-deluge-n,oewn-downpour-n
oewn-deluge-n,oewn-cloudburst-n
oewn-deluge-n,oewn-waterspout-n
oewn-deluge-n,oewn-pelter-n
oewn-deluge-n,oewn-soaker-n
oewn-deluge-n,oewn-alluvion-n
oewn-dent-n,oewn-incision-n
oewn-dent-n,oewn-scratch-n
oewn-dent-n,oewn-prick-n
oewn-dent-n,oewn-slit-n
oewn-dent-n,oewn-ding-n
oewn-dent-n,oewn-gouge-n
oewn-dent-n,oewn-nick-n
oewn-depolarisation-n,oewn-depolarization-n
oewn-deposit-n,oewn-sedimentation-n
oewn-deposit-n,oewn-alluviation-n
oewn-deposit-n,oewn-sediment-n
oewn-deposit-n,oewn-deposition-n
oewn-deposit-n,oewn-bank_deposit-n
oewn-deposit-n,oewn-down_payment-n
oewn-deposit-n,oewn-depository-n
oewn-deposit-n,oewn-depositary-n
oewn-deposit-n,oewn-repository-n
oewn-detrition-n,oewn-abrasion-n
oewn-detrition-n,oewn-attrition-n
oewn-detrition-n,oewn-corrasion-n
oewn-detrition-n,oewn-grinding-n
oewn-detrition-n,oewn-friction-n
oewn-detrition-n,oewn-rubbing-n
oewn-diamond_dust-n,oewn-ice_crystal-n
oewn-diamond_dust-n,oewn-snow_mist-n
oewn-diamond_dust-n,oewn-poudrin-n
oewn-diamond_dust-n,oewn-ice_needle-n
oewn-diamond_dust-n,oewn-frost_snow-n
oewn-diamond_dust-n,oewn-frost_mist-n
oewn-digenesis-n,oewn-metagenesis-n
oewn-direct_electric_current-n,oewn-direct_current-n
oewn-discharge-n,oewn-venting-n
oewn-discharge-n,oewn-emission-n
oewn-discharge-n,oewn-expelling-n
oewn-discharge-n,oewn-spark-n
oewn-discharge-n,oewn-arc-n
oewn-discharge-n,oewn-electric_arc-n
oewn-discharge-n,oewn-electric_discharge-n
oewn-discharge-n,oewn-outpouring-n
oewn-discharge-n,oewn-run-n
oewn-discharge-n,oewn-dismissal-n
oewn-discharge-n,oewn-dismission-n
oewn-discharge-n,oewn-firing-n
oewn-discharge-n,oewn-liberation-n
oewn-discharge-n,oewn-release-n
oewn-discharge-n,oewn-sack-n
oewn-discharge-n,oewn-sacking-n
oewn-discharge-n,oewn-waiver-n
oewn-discharge-n,oewn-firing_off-n
oewn-distortion-n,oewn-deformation-n
oewn-distortion-n,oewn-distorted_shape-n
oewn-distortion-n,oewn-aberration-n
oewn-distortion-n,oewn-optical_aberration-n
oewn-distortion-n,oewn-overrefinement-n
oewn-distortion-n,oewn-straining-n
oewn-distortion-n,oewn-torture-n
oewn-distortion-n,oewn-twisting-n
oewn-diurnal_parallax-n,oewn-geocentric_parallax-n
oewn-doldrums-n,oewn-stagnation-n
oewn-doldrums-n,oewn-stagnancy-n
oewn-dominance-n,oewn-laterality-n
oewn-dominance-n,oewn-ascendance-n
oewn-dominance-n,oewn-ascendence-n
oewn-dominance-n,oewn-ascendancy-n
oewn-dominance-n,oewn-ascendency-n
oewn-dominance-n,oewn-control-n
oewn-dominance-n,oewn-authority-n
oewn-dominance-n,oewn-authorization-n
oewn-dominance-n,oewn-authorisation-n
oewn-dominance-n,oewn-potency-n
oewn-dominance-n,oewn-say-so-n
oewn-downfall-n,oewn-ruin-n
oewn-downfall-n,oewn-ruination-n
oewn-downfall-n,oewn-precipitation-n
oewn-downfall-n,oewn-fall-n
oewn-draft-n,oewn-bill_of_exchange-n
oewn-draft-n,oewn-order_of_payment-n
oewn-draft-n,oewn-draught-n
oewn-draft-n,oewn-rough_drawing-n
oewn-draft-n,oewn-potation-n
oewn-draft-n,oewn-tipple-n
oewn-draft-n,oewn-draft_copy-n
oewn-draft-n,oewn-conscription-n
oewn-draft-n,oewn-muster-n
oewn-draft-n,oewn-selective_service-n
oewn-draft-n,oewn-gulp-n
oewn-draft-n,oewn-swig-n
oewn-draft-n,oewn-drawing-n
oewn-drag-n,oewn-retarding_force-n
oewn-drag-n,oewn-puff-n
oewn-drag-n,oewn-pull-n
oewn-draught-n,oewn-potation-n
oewn-draught-n,oewn-tipple-n
oewn-draught-n,oewn-gulp-n
oewn-draught-n,oewn-swig-n
oewn-draught-n,oewn-drawing-n
oewn-drift-n,oewn-impetus-n
oewn-drift-n,oewn-impulsion-n
oewn-drift-n,oewn-trend-n
oewn-drift-n,oewn-purport-n
oewn-drift-n,oewn-heading-n
oewn-drift-n,oewn-gallery-n
oewn-duster-n,oewn-dust_storm-n
oewn-duster-n,oewn-sandstorm-n
oewn-duster-n,oewn-sirocco-n
oewn-duster-n,oewn-gaberdine-n
oewn-duster-n,oewn-gabardine-n
oewn-duster-n,oewn-smock-n
oewn-duster-n,oewn-dust_coat-n
oewn-duster-n,oewn-dustcloth-n
oewn-duster-n,oewn-dustrag-n
oewn-galvanism-n,oewn-electrotherapy-n
oewn-galvanism-n,oewn-electric_healing-n
oewn-galvanism-n,oewn-electrical_healing-n
oewn-gamma_ray-n,oewn-gamma_radiation-n
oewn-gangrene-n,oewn-sphacelus-n
oewn-gangrene-n,oewn-slough-n-1
oewn-gangrene-n,oewn-necrosis-n
oewn-gegenschein-n,oewn-counterglow-n
oewn-gentle_wind-n,oewn-zephyr-n
oewn-gentle_wind-n,oewn-air-n
oewn-glow-n,oewn-freshness-n
oewn-glow-n,oewn-luminescence-n
oewn-glow-n,oewn-incandescence-n
oewn-glow-n,oewn-radiance-n
oewn-glow-n,oewn-glowing-n
oewn-glow-n,oewn-gleam-n
oewn-glow-n,oewn-gleaming-n
oewn-glow-n,oewn-lambency-n
oewn-glowing-n,oewn-radiance-n
oewn-good_fortune-n,oewn-luckiness-n
oewn-good_fortune-n,oewn-good_luck-n
oewn-good_fortune-n,oewn-fluke-n
oewn-good_luck-n,oewn-luckiness-n
oewn-good_luck-n,oewn-fluke-n
oewn-good_luck-n,oewn-break-n
oewn-good_luck-n,oewn-happy_chance-n
oewn-gravitation-n,oewn-gravity-n
oewn-gravitation-n,oewn-gravitational_attraction-n
oewn-gravitation-n,oewn-gravitational_force-n
oewn-gravitational_attraction-n,oewn-gravity-n
oewn-gravitational_attraction-n,oewn-gravitational_force-n
oewn-gravitational_force-n,oewn-gravity-n
oewn-gravity-n,oewn-graveness-n
oewn-gravity-n,oewn-sobriety-n
oewn-gravity-n,oewn-soberness-n
oewn-gravity-n,oewn-somberness-n
oewn-gravity-n,oewn-sombreness-n
oewn-gravity-n,oewn-solemnity-n
oewn-greenhouse_warming-n,oewn-greenhouse_effect-n
oewn-greening-n,oewn-rejuvenation-n
oewn-grinding-n,oewn-abrasion-n
oewn-grinding-n,oewn-attrition-n
oewn-grip-n,oewn-clasp-n
oewn-grip-n,oewn-clench-n
oewn-grip-n,oewn-clutch-n
oewn-grip-n,oewn-clutches-n
oewn-grip-n,oewn-grasp-n
oewn-grip-n,oewn-hold-n
oewn-grip-n,oewn-handle-n
oewn-grip-n,oewn-handgrip-n
oewn-grip-n,oewn-bag-n
oewn-grip-n,oewn-traveling_bag-n
oewn-grip-n,oewn-travelling_bag-n
oewn-grip-n,oewn-suitcase-n
oewn-grip-n,oewn-adhesive_friction-n
oewn-grip-n,oewn-bobby_pin-n
oewn-grip-n,oewn-hairgrip-n
oewn-growth_ring-n,oewn-annual_ring-n
oewn-occlusion-n,oewn-occluded_front-n
oewn-occlusion-n,oewn-blockage-n
oewn-occlusion-n,oewn-block-n
oewn-occlusion-n,oewn-closure-n
oewn-occlusion-n,oewn-stop-n
oewn-occlusion-n,oewn-stoppage-n
oewn-offset-n,oewn-beginning-n
oewn-offset-n,oewn-commencement-n
oewn-offset-n,oewn-first-n
oewn-offset-n,oewn-outset-n
oewn-offset-n,oewn-get-go-n
oewn-offset-n,oewn-start-n
oewn-offset-n,oewn-kickoff-n
oewn-offset-n,oewn-starting_time-n
oewn-offset-n,oewn-showtime-n
oewn-offset-n,oewn-counterbalance-n
oewn-offset-n,oewn-stolon-n
oewn-offset-n,oewn-runner-n
oewn-offset-n,oewn-outgrowth-n
oewn-offset-n,oewn-offshoot-n
oewn-offset-n,oewn-offset_printing-n
oewn-offset-n,oewn-set-back-n
oewn-offset-n,oewn-setoff-n
oewn-offshoot-n,oewn-outgrowth-n
oewn-ohmic_resistance-n,oewn-electric_resistance-n
oewn-ohmic_resistance-n,oewn-electrical_resistance-n
oewn-ohmic_resistance-n,oewn-impedance-n
oewn-ohmic_resistance-n,oewn-resistance-n
oewn-ohmic_resistance-n,oewn-resistivity-n
oewn-opacity-n,oewn-opaqueness-n
oewn-optical_aberration-n,oewn-aberration-n
oewn-outcome-n,oewn-result-n
oewn-outcome-n,oewn-resultant-n
oewn-outcome-n,oewn-final_result-n
oewn-outcome-n,oewn-termination-n
oewn-outcome-n,oewn-consequence-n
oewn-outcome-n,oewn-effect-n
oewn-outcome-n,oewn-event-n
oewn-outcome-n,oewn-issue-n
oewn-outcome-n,oewn-upshot-n
oewn-outgrowth-n,oewn-emergence-n
oewn-outgrowth-n,oewn-growth-n
oewn-outgrowth-n,oewn-process-n
oewn-outgrowth-n,oewn-appendage-n
oewn-P.E.-n,oewn-potential_energy-n
oewn-parhelic_circle-n,oewn-solar_halo-n
oewn-parhelic_circle-n,oewn-parhelic_ring-n
oewn-parhelic_ring-n,oewn-solar_halo-n
oewn-particulate_radiation-n,oewn-corpuscular_radiation-n
oewn-pea_soup-n,oewn-pea-souper-n
oewn-pedesis-n,oewn-Brownian_movement-n
oewn-peeling-n,oewn-desquamation-n
oewn-peeling-n,oewn-shedding-n
oewn-pelter-n,oewn-downpour-n
oewn-pelter-n,oewn-cloudburst-n
oewn-pelter-n,oewn-waterspout-n
oewn-pelter-n,oewn-soaker-n
oewn-peptide_linkage-n,oewn-peptide_bond-n
oewn-perturbation-n,oewn-disturbance-n
oewn-perturbation-n,oewn-upset-n
oewn-perturbation-n,oewn-fluster-n
oewn-perturbation-n,oewn-disruption-n
oewn-photoconduction-n,oewn-photoconductivity-n
oewn-piezo_effect-n,oewn-piezoelectricity-n
oewn-piezo_effect-n,oewn-piezoelectric_effect-n
oewn-piezoelectric_effect-n,oewn-piezoelectricity-n
oewn-pleomorphism-n,oewn-polymorphism-n
oewn-pocket-n,oewn-pouch-n
oewn-pocket-n,oewn-sac-n
oewn-pocket-n,oewn-sack-n
oewn-pocket-n,oewn-scoop-n
oewn-pocket-n,oewn-air_pocket-n
oewn-pocket-n,oewn-air_hole-n
oewn-pogonip-n,oewn-ice_fog-n
oewn-polar_front-n,oewn-cold_front-n
oewn-polarisation-n,oewn-polarization-n
oewn-potential-n,oewn-potentiality-n
oewn-potential-n,oewn-potency-n
oewn-potential-n,oewn-electric_potential-n
oewn-potential-n,oewn-potential_difference-n
oewn-potential-n,oewn-potential_drop-n
oewn-potential-n,oewn-voltage-n
oewn-potential_difference-n,oewn-electric_potential-n
oewn-potential_difference-n,oewn-potential_drop-n
oewn-potential_difference-n,oewn-voltage-n
oewn-potential_drop-n,oewn-electric_potential-n
oewn-potential_drop-n,oewn-voltage-n
oewn-poudrin-n,oewn-ice_crystal-n
oewn-poudrin-n,oewn-snow_mist-n
oewn-poudrin-n,oewn-ice_needle-n
oewn-poudrin-n,oewn-frost_snow-n
oewn-poudrin-n,oewn-frost_mist-n
oewn-power-n,oewn-powerfulness-n
oewn-power-n,oewn-ability-n
oewn-power-n,oewn-office-n
oewn-power-n,oewn-force-n
oewn-power-n,oewn-exponent-n
oewn-power-n,oewn-index-n
oewn-power-n,oewn-might-n
oewn-power-n,oewn-mightiness-n
oewn-power-n,oewn-world_power-n
oewn-power-n,oewn-major_power-n
oewn-power-n,oewn-great_power-n
oewn-power-n,oewn-superpower-n
oewn-power-n,oewn-electricity-n
oewn-power-n,oewn-electrical_energy-n
oewn-power-n,oewn-baron-n
oewn-power-n,oewn-big_businessman-n
oewn-power-n,oewn-business_leader-n
oewn-power-n,oewn-king-n
oewn-power-n,oewn-magnate-n
oewn-power-n,oewn-mogul-n
oewn-power-n,oewn-top_executive-n
oewn-power-n,oewn-tycoon-n
oewn-precipitation-n,oewn-haste-n
oewn-precipitation-n,oewn-hastiness-n
oewn-precipitation-n,oewn-hurry-n
oewn-precipitation-n,oewn-hurriedness-n
oewn-pressure-n,oewn-pressure_level-n
oewn-pressure-n,oewn-force_per_unit_area-n
oewn-pressure-n,oewn-press-n
oewn-pressure-n,oewn-pressing-n
oewn-pressure-n,oewn-imperativeness-n
oewn-pressure-n,oewn-insistence-n
oewn-pressure-n,oewn-insistency-n
oewn-pressure-n,oewn-pressure_sensation-n
oewn-pressure-n,oewn-atmospheric_pressure-n
oewn-pressure-n,oewn-air_pressure-n
oewn-pressure_level-n,oewn-force_per_unit_area-n
oewn-product-n,oewn-merchandise-n
oewn-product-n,oewn-ware-n
oewn-product-n,oewn-production-n
oewn-product-n,oewn-mathematical_product-n
oewn-product-n,oewn-intersection-n
oewn-product-n,oewn-Cartesian_product-n
oewn-programmed_cell_death-n,oewn-apoptosis-n
oewn-programmed_cell_death-n,oewn-caspase-mediated_cell_death-n
oewn-projection-n,oewn-project-n
